,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
3582,3582,Okay Bear #3312,Cream,Denim Jacket,Annoyed,,Lofi,,Forced Smile,13.26,0.91,13.089999999999998,66.72,1.96,26.98,1.16,3583,6.4645248089651715e-09,0.91,17.725714285714286,5,5Sn6G3NebEiUUTLPzeKDvoUhJAbRuw9bTpPvyyz66QTv,119.34044
470,470,Okay Bear #5416,Cream,Hooded Cardigan,Sad,Punk Sunglasses,Panda,Book,Okay,13.26,1.61,5.07,2.69,3.9,0.86,23.05,471,2.2509384898204389e-10,0.86,7.2057142857142855,7,2oZB3p2potTxJTEfVfkE7NM3H3Nkn3XXikUfxwrVH67g,119.27273
430,430,Okay Bear #7059,Blue,Polo with Headphones,Spirited,Aviator Sunglasses,Pink,Backwards Flat Cap,Gah,12.52,1.14,6.2,4.09,4.26,3.03,4.26,431,1.990150886635183e-10,1.14,5.071428571428571,7,7WsJAvV77yiQL9jjA46jU59t9nDJUCUymzBUhomhgpDY,119.22176
1456,1456,Okay Bear #2185,Blue,Autumn Sweater,Interested,Circle Sunglasses,Panda,Skate Cap,Pouting,12.52,1.7500000000000002,6.710000000000001,2.82,3.9,5.510000000000002,12.31,1457,1.0967010641104523e-09,1.7500000000000002,6.502857142857144,7,78iZvqXQmH1tBruoEJHcGeHjoyZQMqeitXYCFgSC51bf,119.20518
540,540,Okay Bear #3620,Blue,Loose Overalls,Sad,Round Glasses,Polar,Visor,Sneer,12.52,2.68,5.07,3.74,6.41,3.09,2.11,541,2.6589957836732913e-10,2.11,5.088571428571429,7,47EfVvL9swiKVVvJPHUCoNRw8aYXbSKJJeHE5xdZEhGj,119.18942
493,493,Okay Bear #60,Blue,Okay Tee,Defeated,Wayfarer Sunglasses,Polar,Baker Boy Hat,Haa,12.52,2.73,5.26,4.38,6.41,2.14,2.2,494,2.3764096882740613e-10,2.14,5.0914285714285725,7,CwmtBCpPphzDtJGvZ2PVPq7uctSeMrjoxQXNiCcUWVMX,119.18682
509,509,Okay Bear #3418,Yellow,Puffer Jacket,Defeated,Holographic,Dark Brown,Beret,Oou,12.22,2.27,5.26,1.71,12.68,2.92,2.71,510,2.5035156667461884e-10,1.71,5.681428571428572,7,4LU65PtN7oXokbXGN4pa9krqgGA9mBFU3E5RnwEBW38D,119.1637
712,712,Okay Bear #5213,Cream,Insulated Jacket,Happy,Wayfarer Sunglasses,Polar,Skate Cap,Ugh,13.26,1.55,7.88,4.38,6.41,5.510000000000002,1.51,713,3.783224608084275e-10,1.51,5.7857142857142865,7,GSX6RdB9tJhoZGeZWqQVzGJwoc1P9kJAu93DR5E91fxb,119.152435
2245,2245,Okay Bear #5711,Blue,Torn Tee,Golden Glow,,Tan,Runner Cap,Oou,12.52,1.04,1.99,66.72,14.13,3.39,2.71,2246,2.24418126857937e-09,1.04,14.642857142857142,6,56nGZh9NUupvgBNLEjEpMM14BgDaNUwzbwhScysW4VvC,119.14629
1137,1137,Okay Bear #8982,Warm Grey,Puffer Jacket,Defeated,Aviator Sunglasses,Pink,Skate Cap,Proud,12.27,2.27,5.26,4.09,4.26,5.510000000000002,5.28,1138,7.426335963208398e-10,2.27,5.562857142857141,7,BU8hsYt6uAGGdL5F45AFg2zLHq9Wmt2ws6AhUJUZBerz,119.12152
1108,1108,Okay Bear #8350,Cream,Faded Denim Jacket,Okay,Circle Sunglasses,Sun,Skate Cap,Huh,13.26,1.93,20.23,2.82,2.59,5.510000000000002,3.44,1109,7.167300770023458e-10,1.93,7.11142857142857,7,GPpH4fZtpLi6dbSkD8dmZPSPbSDHGKmrcmK3uRmQfPiK,119.11751
1079,1079,Okay Bear #3048,Yellow,Sleeveless Tee,Annoyed,Round Glasses,Sand,Backwards Skate Cap,Beaming Smile,12.22,2.86,13.089999999999998,3.74,8.18,2.12,2.33,1080,6.913430056314797e-10,2.12,6.362857142857143,7,AgM6uN4RwKHf3QPsqugTJZ79PuS4F4eWwacL3A7bNL55,119.091095
215,215,Okay Bear #3448,Cream,Tech Jacket,Wide Eyed,,Red Panda,Mumford Hat,Pencil,13.26,1.04,2.6,66.72,2.76,1.7500000000000002,0.8099999999999999,216,9.35919290202624e-11,0.8099999999999999,12.705714285714285,6,9D114TKpoBgUujsPdcS9ZetH4B34zoXLB4FLAGSysGgm,119.08601
499,499,Okay Bear #3715,Blue,,Disappointed,Clear Glasses,Panda,Flat Cap,Honey,12.52,19.65,9.4,4.07,3.9,1.22,0.54,500,2.418284230856209e-10,0.54,7.328571428571429,6,AeVBPQ1j7Z6WJdQcSm4D8bEjhWE6LFeoSHTkXuyc2yGf,119.071846
359,359,Okay Bear #7444,Blue,Woven Sweater,Interested,Round Glasses,Tan,Rubik's Cube,Gah,12.52,2.08,6.710000000000001,3.74,14.13,0.41,4.26,360,1.6128627207827402e-10,0.41,6.264285714285714,7,8oTXzfLBmdkWnPWzTC1sMUgNGffQgxuHrNbjpD899Vqm,119.067245
306,306,Okay Bear #2956,White,Wool Overcoat,Annoyed,Round Glasses,Green,Classic Cap,Toothpick,12.65,1.2,13.089999999999998,3.74,4.5600000000000005,3.37,1.16,307,1.3247555665550978e-10,1.16,5.681428571428571,7,HptXNxfdDY5APV5qNaRk4Q9R4RqrPdkE4gFmdsiP1rev,119.04407
506,506,Okay Bear #2503,Warm Grey,Olive Windbreaker,Happy,Round Glasses,Sun,Bandana,Ohh,12.27,2.56,7.88,3.74,2.59,4.24,2.43,507,2.4703258446304544e-10,2.43,5.101428571428571,7,A7twzRV1kiY5x87CTRrdbupxYaq9TRREy6MFLMwzzgCF,119.001854
2350,2350,Okay Bear #707,Grey,Summer Shirt,Okay,Pixel Glasses,Sun,Skate Cap,Wry,12.61,2.29,20.23,3.2,2.59,5.510000000000002,9.22,2351,2.459680589882257e-09,2.29,7.950000000000001,7,9bdyV3JnPR1dFQFP7SMadeEfNZZ4eZUYVEbT2KM2tsBx,118.940865
8718,8718,Okay Bear #6108,Purple,Striped Tee,Golden Glow,,Grizzly,,Pouting,11.87,3.5700000000000003,1.99,66.72,14.4,26.98,12.31,8719,2.6908565090893997e-07,1.99,19.691428571428567,5,FChBVR29gqmcoqRPAj3pZtX5RxeWiGk6bqnC7SGdd7Tp,118.88973
662,662,Okay Bear #1442,Blue,Hoodie with Headphones,Happy,Clear Glasses,Dark Brown,Okay Beanie,Yum,12.52,2.27,7.88,4.07,12.68,3.01,0.98,663,3.4092797397331015e-10,0.98,6.201428571428572,7,CYFVGMjbSfvn55oZRdYFqtkWFZyn4FfAgaihhDbQjwCn,118.85146
678,678,Okay Bear #5919,Purple,Overalls,Tired,Barrel Sunglasses,Sand,,Bubble Gum,11.87,1.39,4.54,2.11,8.18,26.98,1.01,679,3.5230633307836835e-10,1.01,8.01142857142857,6,6CNTCCzhQx7iANVmYrm9HKZ2nNFSyTZMn2VfaPNsSpDf,118.83646
1268,1268,Okay Bear #6444,Purple,Sling Pack,Tired,Punk Sunglasses,Panda,Okay Beanie,Okay,11.87,2.2,4.54,2.69,3.9,3.01,23.05,1269,8.629458906646577e-10,2.2,7.322857142857143,7,DDqyUqjY96jkDbquhrwrXmYCEx8weV2VcVNP4up2iNVw,118.832214
227,227,Okay Bear #6703,Warm Grey,Cord Tracksuit,Interested,Snow Goggles,Green,,Gaiter,12.27,1.39,6.710000000000001,1.21,4.5600000000000005,26.98,0.5700000000000001,228,9.710663325618452e-11,0.5700000000000001,7.67,6,8hN2iqJLicVRpTxKMTRtdQALikC9w5doyofNUVQonN9A,118.82169
3513,3513,Okay Bear #6750,Warm Grey,Faded Denim Jacket,Golden Glow,,Dark Brown,Beret,Proud,12.27,1.93,1.99,66.72,12.68,2.92,5.28,3514,6.1467707121946995e-09,1.93,14.827142857142858,6,8ro4TAvaB5qBNb71PgZg7Dw3E6n65gAL2vfT7b9Qmipv,118.81981
1780,1780,Okay Bear #9104,Warm Grey,Torn Tee,Happy,Snow Goggles,Wood,,Okay,12.27,1.04,7.88,1.21,2.01,26.98,23.05,1781,1.5208921640108813e-09,1.04,10.634285714285713,6,9hrdatdnTcwNsJ6xiH5pHNvP7o3sKVezN9hooLJcQhhB,118.80814
568,568,Okay Bear #7235,Grey,Vintage Shirt,Closed,Pixel Glasses,Polar,Army Hat,Proud,12.61,2.75,3.1,3.2,6.41,2.39,5.28,569,2.782590547925761e-10,2.39,5.105714285714286,7,CyhsYgkUaJqS3c3m6c7e4MX6RiTpNTfwSdaapX9EMe7w,118.74435
452,452,Okay Bear #7707,Cream,Tweed Suit,Tired,Round Glasses,Grizzly,Visor,Ohh,13.26,0.88,4.54,3.74,14.4,3.09,2.43,453,2.1423030021235816e-10,0.88,6.048571428571428,7,FE9X7V4wVQMSUqQQxagBFXLsMLjehQdoWZHT77LVzWKW,118.72622
303,303,Okay Bear #7602,Green,Insulated Jacket,Okay,Flying Goggles,Albino,Head Cam,Oou,12.6,1.55,20.23,1.83,4.5600000000000005,1.46,2.71,304,1.3044763359178995e-10,1.46,6.420000000000001,7,F3ScRCU1JZRskEWiTYdEK2mbEJXKig98PrLtnJ6vd6L3,118.689415
615,615,Okay Bear #8591,Grey,Formal Vest,Defeated,Round Glasses,Dark Brown,Black Bucket Hat,Ugh,12.61,1.5699999999999998,5.26,3.74,12.68,4.12,1.51,616,3.0723133091307475e-10,1.51,5.927142857142857,7,6g8uMjx6WDNe7SsKgbK6CwFVRkY5HGXiJE6Y9aQw3h43,118.68302
1478,1478,Okay Bear #7060,Green,,Golden Glow,Clear Glasses,Green,Surf Bucket Hat,Wry,12.6,19.65,1.99,4.07,4.5600000000000005,1.3299999999999998,9.22,1479,1.1213159251937228e-09,1.3299999999999998,7.631428571428572,6,4zkDY6aX7etj378th8ebNp52St8tCS3HwuoRhtc6Q1Li,118.68286
219,219,Okay Bear #6747,White,Aviator Jacket,Sad,Aviator Sunglasses,Black,Flat Cap,Clean Smile,12.65,0.75,5.07,4.09,4.95,1.22,7.969999999999999,220,9.469049944598887e-11,0.75,5.242857142857141,7,BVUGxfiWounzqLVbU1S2qrXYb12MRtud6Drsgv9jUA9C,118.64416
501,501,Okay Bear #381,Purple,Winter Scarf,Annoyed,Clear Glasses,Wood,Worn Out Beanie,Pouting,11.87,0.6,13.089999999999998,4.07,2.01,2.6,12.31,502,2.440975854088372e-10,0.6,6.65,7,BhT9cdnPMkF8Ue95w4RiCwKvmNNy16Q3kFq9bm2kTxRP,118.64086
276,276,Okay Bear #6012,White,Travel Coat,White Glow,Clear Glasses,Polar,Surf Bucket Hat,Clean Smile,12.65,1.01,3.41,4.07,6.41,1.3299999999999998,7.969999999999999,277,1.2048380634926258e-10,1.01,5.264285714285714,7,2iPShyFPNkocyEzWevRgEn7tWEx7HjDUWb8XvmeGaZsU,118.63196
224,224,Okay Bear #8020,Green,Camel Coat,Interested,Clear Glasses,Sand,Visor,Worried,12.6,1.16,6.710000000000001,4.07,8.18,3.09,0.95,225,9.584751379546729e-11,0.95,5.251428571428572,7,B12KMchgTmcVr6ReovY2tdFQgvXVGNr4dYUovSXp4nc4,118.60718
1320,1320,Okay Bear #4627,Warm Grey,Torn Sleeveless Tee,Defeated,Punk Sunglasses,Black,Worn Out Cap,Pouting,12.27,3.15,5.26,2.69,4.95,2.79,12.31,1321,9.297380302344602e-10,2.69,6.202857142857143,7,HEDV8dXWecXuHUwPV8Pg2DpScVrU7MSSpHuy8HaD9TEo,118.60714
735,735,Okay Bear #2511,Cream,Golf Polo,Okay,Punk Sunglasses,Sun,Surf Bucket Hat,Clean Smile,13.26,2.0,20.23,2.69,2.59,1.3299999999999998,7.969999999999999,736,3.962154523413231e-10,1.3299999999999998,7.152857142857143,7,Cg86qxFMNWEZei3PHr1gXpkditjuRxKbA6svMmzTEZEW,118.6022
2785,2785,Okay Bear #473,Grey,Overalls,Golden Glow,Round Glasses,Sand,,Pouting,12.61,1.39,1.99,3.74,8.18,26.98,12.31,2786,3.5441155049526647e-09,1.39,9.6,6,FmwPkCoth7xV1d2Qc86NSmsdzubiqz5m5p5gtFxz4Vyj,118.584404
1214,1214,Okay Bear #9506,Warm Grey,Vintage Windbreaker,White Glow,Round Glasses,Polar,Runner Cap,Pouting,12.27,1.93,3.41,3.74,6.41,3.39,12.31,1215,8.078740041424963e-10,1.93,6.208571428571429,7,FwqCAb1F9e87sYJAa5kXSQpsX7mu4peRamthMif4dyu1,118.58413
321,321,Okay Bear #7820,Warm Grey,Insulated Jacket,Tired,,Andean,Chullo,Yawn,12.27,1.55,4.54,66.72,3.77,0.7799999999999999,0.83,322,1.4060546359198937e-10,0.7799999999999999,12.922857142857142,6,9GQT1Ht8LcNzCMekcbGjF33rqMFwbPGQBKa5hsKSCJ3b,118.57884
682,682,Okay Bear #3323,Green,Insulated Jacket,Wide Eyed,Punk Sunglasses,Polar,,Ugh,12.6,1.55,2.6,2.69,6.41,26.98,1.51,683,3.5670138318392764e-10,1.51,7.7628571428571425,6,HTgcrdsoyCUkY6A5gAaHpvhAr4KH85Lr5pme6sigQQ6W,118.5556
6855,6855,Okay Bear #9907,Cream,Insulated Jacket,Okay,,Wood,Bandana,Okay,13.26,1.55,20.23,66.72,2.01,4.24,23.05,6856,5.44954177801633e-08,1.55,18.722857142857144,6,DZ2zeyTJk3b5mNxCSb2hZt3D71kexvL9aTjYwYkjoyH3,118.52269
834,834,Okay Bear #9794,Purple,Hoodie with Headphones,Defeated,Wayfarer Sunglasses,Grizzly,Baker Boy Hat,Ohh,11.87,2.27,5.26,4.38,14.4,2.14,2.43,835,4.64856566206525e-10,2.14,6.107142857142856,7,9UJGtLez34vS2VTXsGxfLKggGRoze4UN9fmQget61kWV,118.49277
420,420,Okay Bear #9398,Purple,Okay Tee,Disappointed,Circle Sunglasses,Andean,Army Hat,Raspberry,11.87,2.73,9.4,2.82,3.77,2.39,2.53,421,1.958168681334586e-10,2.39,5.072857142857143,7,3qicEoKkkxusfanNPXp8KBsaMCdWaN4uAfxt9GHk2z9Z,118.48203
2600,2600,Okay Bear #5906,Cream,Lumber Jacket,White Glow,,Black,Surf Bucket Hat,Pouting,13.26,1.24,3.41,66.72,4.95,1.3299999999999998,12.31,2601,3.0317299820460128e-09,1.24,14.745714285714286,6,HC5VXycWAicVXC8DzoLyaCNAomsESvkWPVortWeabK9k,118.43928
556,556,Okay Bear #6501,Cream,Loose Overalls,Defeated,Round Glasses,Pink,Earrings,Huh,13.26,2.68,5.26,3.74,4.26,2.66,3.44,557,2.72511819078712e-10,2.66,5.042857142857144,7,CnimEujiAozRNJwus92DzwNn1Sqg7c8YNyY8WvdeQwn9,118.42566
1223,1223,Okay Bear #9311,Yellow,Puffer Jacket,Sad,Clear Glasses,Sand,Black Bucket Hat,Gah,12.22,2.27,5.07,4.07,8.18,4.12,4.26,1224,8.217875367696607e-10,2.27,5.741428571428571,7,EPcj7ZsNxXBFmmV65eW9nrMmeG1t5z6M2KnH9EoNzBFd,118.42057
141,141,Okay Bear #3816,White,Golf Polo,White Glow,Punk Sunglasses,Sand,Classic Cap,Bubble Gum,12.65,2.0,3.41,2.69,8.18,3.37,1.01,142,6.46147634132242e-11,1.01,4.758571428571429,7,Ewy7K15h714nSVdGi3fmtmzAkdEgfpZTnjPAgFuw5qYt,118.34204
708,708,Okay Bear #4909,Cream,Olive Windbreaker,Happy,Holographic,Tan,Sticky Note,Raspberry,13.26,2.56,7.88,1.71,14.13,2.3,2.53,709,3.760939405287568e-10,1.71,6.338571428571428,7,6Aq4NM3dVAeYnKZ6U5Wkeyg3ZjZG8Ga57P7D7bNfVWnp,118.3221
726,726,Okay Bear #9328,Cream,Loose Overalls,Tired,Clear Glasses,Tan,Black Bucket Hat,Bubble Gum,13.26,2.68,4.54,4.07,14.13,4.12,1.01,727,3.8609069218366477e-10,1.01,6.258571428571429,7,AbFdDkzgsnJUppBRE4uJdgmkfcJaRQSDGwxvYQ9z8YZG,118.26982
663,663,Okay Bear #8985,Green,Utility Vest,Okay,Round Glasses,Polar,Beret,Drool,12.6,1.97,20.23,3.74,6.41,2.92,0.97,664,3.409705510692134e-10,0.97,6.977142857142858,7,8i2urQeo74AG1t2csnhuFNM4Paytozym6moLxfkPGaM9,118.23589
1050,1050,Okay Bear #1203,Purple,Hawaiian Shirt,Tired,,Wood,Ear Tag,Oou,11.87,1.78,4.54,66.72,2.01,1.91,2.71,1051,6.658575481944271e-10,1.78,13.077142857142858,6,33u6mpWE4atCPJae1QTSTYw4QVJA4S7Dyud3qS3A1dgo,118.224915
1651,1651,Okay Bear #3056,Green,,Okay,Holographic,Panda,Black Bucket Hat,Yum,12.6,19.65,20.23,1.71,3.9,4.12,0.98,1652,1.3486926531595607e-09,0.98,9.027142857142858,6,7nCgYww7Ltp2Bnf7RhtHNgZwB1RQQyqa6Ly3z29w2N3E,118.18756
478,478,Okay Bear #4315,Warm Grey,Double Jacket,Disappointed,Wayfarer Sunglasses,Red Panda,Visor,Sneer,12.27,2.51,9.4,4.38,2.76,3.09,2.11,479,2.2817615896457262e-10,2.11,5.217142857142857,7,GCJebFDCeC1KdsXNkhttRs5GN2qp1NJBqQA861pdMBCw,118.17127
1330,1330,Okay Bear #7300,Yellow,,Happy,Holographic,Green,Flat Hat,Haa,12.22,19.65,7.88,1.71,4.5600000000000005,2.9000000000000004,2.2,1331,9.413293716395714e-10,1.71,7.3028571428571425,6,9ARiMutdi8ASH3NNE6Zs2xKCBsG6Q5MDw1jKzGPZdbJR,118.16987
862,862,Okay Bear #3788,Grey,Torn Sleeveless Tee,Sad,Punk Sunglasses,Sun,Worn Out Cap,Pouting,12.61,3.15,5.07,2.69,2.59,2.79,12.31,863,4.818899843609429e-10,2.59,5.887142857142856,7,5dtjC5pLmfYdaQJ8jsqfvBE6hbzj1c1WSgRksSqCXSt4,118.16511
395,395,Okay Bear #9924,Yellow,Tech Jacket,Closed,Wayfarer Sunglasses,Dark Brown,Skate Cap,Ugh,12.22,1.04,3.1,4.38,12.68,5.510000000000002,1.51,396,1.82048937771822e-10,1.04,5.777142857142858,7,Bt4FBFg62eUWcgsqmxLeqqX1r3Y7jcenkhyDeZnw5CuJ,118.15468
964,964,Okay Bear #1249,Blue,Woven Sweater,White Glow,Pixel Glasses,Tan,Black Bucket Hat,Huh,12.52,2.08,3.41,3.2,14.13,4.12,3.44,965,5.690754383631482e-10,2.08,6.128571428571428,7,A22c5yyu1bSCFs8FzG79X5J4dqCiMUvR96Gdvg8w9pRQ,118.14472
1121,1121,Okay Bear #9844,Warm Grey,Coat with Headphones,Golden Glow,Clear Glasses,Dark Brown,Worn Out Cap,Okay,12.27,0.8999999999999999,1.99,4.07,12.68,2.79,23.05,1122,7.293381722419775e-10,0.8999999999999999,8.25,7,3wMC1yfj3WCbYB8ukYYDie1HmwaK5BKaJkQUmwA6VJCJ,118.128746
450,450,Okay Bear #1475,Warm Grey,Okay Hoodie,White Glow,Circle Sunglasses,Albino,,Yum,12.27,1.5,3.41,2.82,4.5600000000000005,26.98,0.98,451,2.133890710434806e-10,0.98,7.502857142857143,6,AtVnsL61s14Etgz3hL1dNgEZ6Z34MGKk7wJ41gVC6mfs,118.03973
918,918,Okay Bear #2906,Yellow,Torn Sleeveless Tee,Annoyed,Holographic,Sun,Skate Cap,Gah,12.22,3.15,13.089999999999998,1.71,2.59,5.510000000000002,4.26,919,5.238156608658154e-10,1.71,6.075714285714286,7,6Ujm87v2s2UXoEwiVEdPHPGCZdPdFTpVaPYqrbekg4qS,118.02829
4157,4157,Okay Bear #1157,Warm Grey,Denim Jacket,Defeated,,Andean,,Ohh,12.27,0.91,5.26,66.72,3.77,26.98,2.43,4158,9.685394301949627e-09,0.91,16.905714285714286,5,9u54ZwUdsfXUFP9QnCPTr2JYEk1t34KECJPXVcY1ypaW,117.99261
318,318,Okay Bear #8461,Grey,Vintage Windbreaker,Happy,Aviator Sunglasses,Black,Army Hat,Ugh,12.61,1.93,7.88,4.09,4.95,2.39,1.51,319,1.4012059352878242e-10,1.51,5.0514285714285725,7,F7HG4FPjfVPpwLX8cQq4aGznucuNq8S3aoXvi1y1s2iG,117.98968
684,684,Okay Bear #6246,Blue,Formal Vest,Happy,Clear Glasses,Sand,Sticky Note,Hmm,12.52,1.5699999999999998,7.88,4.07,8.18,2.3,3.02,685,3.581893679501582e-10,1.5699999999999998,5.6485714285714295,7,4dH2edawyBTaYviGw5ch5Pqjkz59VouNgRXnogTyBH5w,117.98773
732,732,Okay Bear #6011,Yellow,Camel Coat,Robot,,Albino,Black Bucket Hat,Raspberry,12.22,1.16,0.8699999999999999,66.72,4.5600000000000005,4.12,2.53,733,3.910993239671452e-10,0.8699999999999999,13.168571428571427,6,7L5hHiLd2aaSEiYQUAfkKiqyhy5S2fYp14n59FKBksZj,117.985275
621,621,Okay Bear #307,Warm Grey,Puffer Jacket,Closed,Holographic,Polar,Earrings,Pouting,12.27,2.27,3.1,1.71,6.41,2.66,12.31,622,3.099031161725229e-10,1.71,5.818571428571429,7,7B7aVLwZFNMZqTrppkJtw8LJNymkkFp3yQjMhZC9t985,117.97743
376,376,Okay Bear #8571,Yellow,Denim Jacket,Disappointed,Flying Goggles,Green,Baker Boy Hat,Wry,12.22,0.91,9.4,1.83,4.5600000000000005,2.14,9.22,377,1.7210800822725622e-10,0.91,5.754285714285714,7,8ZWPrjRNL7c9WvHetjyfNzeWVPkgwjJckwZCTDBrPeYt,117.97525
576,576,Okay Bear #8632,Grey,Okay Tee,Defeated,Circle Sunglasses,Tan,Worn Out Beanie,Ugh,12.61,2.73,5.26,2.82,14.13,2.6,1.51,577,2.832729094861783e-10,1.51,5.951428571428572,7,Fv6yhWrqmRASptzRg3EGNTSmfnn39dSMTnY4R6r8ouVx,117.97268
2869,2869,Okay Bear #7344,Yellow,Striped Tee,Golden Glow,,Dark Brown,Baker Boy Hat,Ohh,12.22,3.5700000000000003,1.99,66.72,12.68,2.14,2.43,2870,3.819335737332035e-09,1.99,14.535714285714285,6,FbWo2yB7xyt57BAFbUQpoARwEowv3XjYxWQDC1NJYmw,117.93486
132,132,Okay Bear #3589,Purple,Striped Tee,Spirited,Mechanical Goggles,Ginger,Okay Beanie,Raspberry,11.87,3.5700000000000003,6.2,0.51,6.0600000000000005,3.01,2.53,133,6.183586517662185e-11,0.51,4.821428571428571,7,5kBtBV5amdp3yia7KLNrS67PJzPHyxgdt72tWaW6pHFE,117.934395
288,288,Okay Bear #4711,Cream,Vintage Windbreaker,Closed,Clear Glasses,Ginger,Backwards Skate Cap,Hmm,13.26,1.93,3.1,4.07,6.0600000000000005,2.12,3.02,289,1.2527729404905686e-10,1.93,4.7942857142857145,7,3iqoUihAzayhhXVzionZGVkPwtoUbBLNQqQ8WXPQhyGc,117.90236
588,588,Okay Bear #6744,Yellow,Suede Jacket,Okay,Pixel Glasses,Ginger,Okay Beanie,Grimace,12.22,2.02,20.23,3.2,6.0600000000000005,3.01,0.99,589,2.8856439957714976e-10,0.99,6.8185714285714285,7,FLVVu2BdqvT6XsRF8SpqANqzTFArYpUDFScyHXkpfPry,117.86733
1458,1458,Okay Bear #8257,Grey,Woven Sweater,Spirited,,Red Panda,Book,Gah,12.61,2.08,6.2,66.72,2.76,0.86,4.26,1459,1.0970925882980843e-09,0.86,13.641428571428573,6,1HUUVMro4pcc2L5bK5HHqnW4GnH5Jw9GYTTmauJZS3h,117.86246
1392,1392,Okay Bear #5619,Green,Suede Jacket,Okay,Clear Glasses,Andean,Skate Cap,Beaming Smile,12.6,2.02,20.23,4.07,3.77,5.510000000000002,2.33,1393,1.0142875077928113e-09,2.02,7.218571428571429,7,BRKCHt8DinG7wj6ATXip191Vb3AVpMB17S8xNao4ZGqg,117.86145
160,160,Okay Bear #1668,White,Golf Polo,White Glow,Aviator Sunglasses,Albino,Backwards Skate Cap,Sneer,12.65,2.0,3.41,4.09,4.5600000000000005,2.12,2.11,161,7.197494920693441e-11,2.0,4.42,7,HWhnmBVwG5uw67bRQt1TVmdN9aL5CiHUxDYmpx8QmZ1J,117.86031
248,248,Okay Bear #4297,White,Scarf,Spirited,Clear Glasses,Red Panda,Bandana,Haa,12.65,1.3,6.2,4.07,2.76,4.24,2.2,249,1.0683599424326399e-10,1.3,4.774285714285715,7,5ucE73WcCgNpZyQ1FSqnjGoeB6diWsN4R9p8LATAiHZU,117.84882
776,776,Okay Bear #6140,Warm Grey,Double Jacket,Sad,Pixel Glasses,Sand,Bandana,Ohh,12.27,2.51,5.07,3.2,8.18,4.24,2.43,777,4.2111591591435727e-10,2.43,5.414285714285714,7,BxEzHMiiBcFtmA6hewASd7GTMNDnPyEs5M97H24g8sqC,117.83885
334,334,Okay Bear #5328,Green,Striped Tee,Golden Glow,Pixel Glasses,Panda,Head Cam,Wry,12.6,3.5700000000000003,1.99,3.2,3.9,1.46,9.22,335,1.5038004132103685e-10,1.46,5.134285714285714,7,56cmHq6zZMgGRCvrdeHiudfo1dvW9YMrxywZngCK3yWn,117.78189
2639,2639,Okay Bear #8718,Warm Grey,,Sarcastic,Holographic,Ginger,,Yoyo,12.27,19.65,9.65,1.71,6.0600000000000005,26.98,0.48,2640,3.122384253244729e-09,0.48,10.971428571428573,5,RZ5WXRvrRxnyJdNmkJ2ahRemKEfpqDztYA7brw5EHUn,117.76897
1136,1136,Okay Bear #698,Warm Grey,Okay Hoodie,Disappointed,Flying Goggles,Panda,Worn Out Beanie,Okay,12.27,1.5,9.4,1.83,3.9,2.6,23.05,1137,7.399862497286998e-10,1.5,7.792857142857143,7,GoFm8ZRBVqxyBaf5jnNWAK4c9XauGCHCb2VLx4mQGkvC,117.76795
1303,1303,Okay Bear #1319,Blue,,Golden Glow,Round Glasses,Dark Brown,Black Bucket Hat,Worried,12.52,19.65,1.99,3.74,12.68,4.12,0.95,1304,9.087232443377197e-10,0.95,7.950000000000001,6,oDH9K6pnkxPVomXn4J22NC5FyfU9zMctMCKJDgeoPcv,117.73682
901,901,Okay Bear #9314,White,Hoodie with Headphones,Disappointed,Pixel Glasses,Dark Brown,Ear Tag,Ohh,12.65,2.27,9.4,3.2,12.68,1.91,2.43,902,5.083386239961215e-10,1.91,6.362857142857143,7,MbNRGAUfWnoVRTof32A8AQWpBeMHnuSeKgKhcGZfqnY,117.72993
722,722,Okay Bear #9025,Cream,Insulated Jacket,Closed,Punk Sunglasses,Ginger,Okay Beanie,Pouting,13.26,1.55,3.1,2.69,6.0600000000000005,3.01,12.31,723,3.8484546105340077e-10,1.55,5.997142857142857,7,CSdiCnKNSMzDbnB1eriDRPJ8nXf8tN3kfsfjWDe2S4yn,117.72409
134,134,Okay Bear #7163,White,Striped Tee,Happy,Mechanical Goggles,Andean,Mumford Hat,Proud,12.65,3.5700000000000003,7.88,0.51,3.77,1.7500000000000002,5.28,135,6.32220329292552e-11,0.51,5.058571428571429,7,6a2tbC5FAdE77r6QpAiwarLyVjBa9o4goqg6MQ9otJX8,117.704094
257,257,Okay Bear #5504,Blue,Aviator Jacket,Sarcastic,Aviator Sunglasses,Albino,Okay Beanie,Wheat,12.52,0.75,9.65,4.09,4.5600000000000005,3.01,2.17,258,1.103842943584668e-10,0.75,5.25,7,G17qPdKZzEjyd4cDU9ETYswxXj7HhgXEaJuuGRV7jWM2,117.65765
194,194,Okay Bear #7934,Purple,Travel Coat,Tired,Circle Sunglasses,Polar,Pencil,Haa,11.87,1.01,4.54,2.82,6.41,3.790000000000001,2.2,195,8.203458288707009e-11,1.01,4.662857142857144,7,EK1jKFE5NdWZq1y6ztGJ2jvzsfKUeAi11KqWwptBdvmz,117.628685
