,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Clothes_rarity,Eyes_rarity,Eyewear_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n
1167,Okay Bear #228,Purple,Fur Coat,Okay,Clear Glasses,Andean,Army Hat,Okay,11.87,0.38,20.23,4.07,3.7699999999999996,2.39,23.05,1168,7.713203478658068e-10,0.38,9.394285714285715,7
1168,Okay Bear #4618,Blue,Cord Tracksuit,Annoyed,Circle Sunglasses,Green,Baker Boy Hat,Pouting,12.520000000000001,1.39,13.089999999999998,2.82,4.5600000000000005,2.1399999999999997,12.31,1169,7.716929860437468e-10,1.39,6.975714285714287,7
1169,Okay Bear #7937,White,Golf Polo,Okay,Aviator Sunglasses,Andean,Sticky Note,Gah,12.65,2.0,20.23,4.09,3.7699999999999996,2.3,4.26,1170,7.73247451442466e-10,2.0,7.042857142857143,7
1170,Okay Bear #8271,Yellow,Utility Vest,Sarcastic,VR Headset,Black,,Oou,12.22,1.97,9.65,0.9199999999999999,4.95,26.979999999999997,2.71,1171,7.735154772368509e-10,0.9199999999999999,8.485714285714284,6
1171,Okay Bear #181,Grey,Hooded Cardigan,White Glow,,Albino,Pencil,Drool,12.61,1.6099999999999999,3.4099999999999997,66.72,4.5600000000000005,3.7900000000000005,0.97,1172,7.743319266533027e-10,0.97,13.381428571428572,6
1172,Okay Bear #2314,Grey,Golf Polo,Spirited,,Wood,Head Cam,Raspberry,12.61,2.0,6.2,66.72,2.01,1.46,2.53,1173,7.745728027999103e-10,1.46,13.36142857142857,6
1173,Okay Bear #5310,Yellow,Summer Shirt,White Glow,,Black,Backwards Skate Cap,Toothpick,12.22,2.29,3.4099999999999997,66.72,4.95,2.12,1.16,1174,7.750257890941464e-10,1.16,13.267142857142858,6
1174,Okay Bear #1070,Green,Autumn Sweater,Okay,Wayfarer Sunglasses,Sand,Sticky Note,Sneer,12.6,1.7500000000000002,20.23,4.38,8.18,2.3,2.11,1175,7.756078251780183e-10,1.7500000000000002,7.364285714285715,7
1175,Okay Bear #6837,Yellow,Wool Overcoat,Spirited,Round Glasses,Tan,Pencil,Gah,12.22,1.2,6.2,3.74,14.13,3.7900000000000005,4.26,1176,7.757230825396169e-10,1.2,6.505714285714285,7
1176,Okay Bear #5498,Warm Grey,Pullover Windbreaker,Annoyed,,Pink,Rabbit Fur Hat,Yum,12.27,2.04,13.089999999999998,66.72,4.26,0.8500000000000001,0.98,1177,7.757557705934912e-10,0.8500000000000001,14.315714285714284,6
1177,Okay Bear #5329,Grey,Travel Coat,Okay,Round Glasses,Dark Brown,Okay Beanie,Sneer,12.61,1.01,20.23,3.74,12.68,3.01,2.11,1178,7.760186339412763e-10,1.01,7.912857142857143,7
1178,Okay Bear #1238,Warm Grey,Striped Tee,Okay,Wayfarer Sunglasses,Tan,Flat Cap,Toothpick,12.27,3.5700000000000003,20.23,4.38,14.13,1.22,1.16,1179,7.761448030580314e-10,1.16,8.137142857142857,7
1179,Okay Bear #7102,Grey,,Interested,Round Glasses,Black,Earrings,Worried,12.61,19.650000000000002,6.710000000000001,3.74,4.95,2.6599999999999997,0.95,1180,7.778255495777267e-10,0.95,7.324285714285715,6
1180,Okay Bear #9879,Blue,Coat with Headphones,Disappointed,Round Glasses,Wood,Bandana,Okay,12.520000000000001,0.8999999999999999,9.4,3.74,2.01,4.24,23.05,1181,7.781783390542656e-10,0.8999999999999999,7.980000000000001,7
1181,Okay Bear #7781,Blue,Coat with Headphones,Sad,,Lofi,Backwards Flat Cap,Huh,12.520000000000001,0.8999999999999999,5.07,66.72,1.96,3.0300000000000002,3.44,1182,7.786960607579813e-10,0.8999999999999999,13.377142857142857,6
1182,Okay Bear #2168,Green,Okay Tee,Disappointed,Wayfarer Sunglasses,Pink,Backwards Flat Cap,Gah,12.6,2.73,9.4,4.38,4.26,3.0300000000000002,4.26,1183,7.787480693352797e-10,2.73,5.808571428571429,7
1183,Okay Bear #7434,Grey,Vintage Shirt,Tired,,Albino,Baker Boy Hat,Asparagus,12.61,2.75,4.54,66.72,4.5600000000000005,2.1399999999999997,0.76,1184,7.79025868494382e-10,0.76,13.44,6
1184,Okay Bear #8665,Blue,Formal Vest,Spirited,Wayfarer Sunglasses,Tan,Okay Beanie,Huh,12.520000000000001,1.5699999999999998,6.2,4.38,14.13,3.01,3.44,1185,7.809745495665011e-10,1.5699999999999998,6.464285714285715,7
1185,Okay Bear #3901,Cream,Wool Overcoat,Disappointed,,Lofi,Black Bucket Hat,Drool,13.26,1.2,9.4,66.72,1.96,4.12,0.97,1186,7.816884284108391e-10,0.97,13.947142857142861,6
1186,Okay Bear #2092,Purple,Black Tee,Okay,Clear Glasses,Blueprint,,Earphones,11.87,3.83,20.23,4.07,1.58,26.979999999999997,0.49,1187,7.81870625562383e-10,0.49,9.864285714285714,6
1187,Okay Bear #1850,Green,Okay Hoodie,Happy,,Andean,Book,Ohh,12.6,1.5,7.88,66.72,3.7699999999999996,0.86,2.4299999999999997,1188,7.828708713081981e-10,0.86,13.679999999999998,6
1188,Okay Bear #4088,White,Torn Sleeveless Tee,Spirited,Aviator Sunglasses,Dark Brown,Flat Hat,Sneer,12.65,3.15,6.2,4.09,12.68,2.9000000000000004,2.11,1189,7.839994960981261e-10,2.11,6.2542857142857144,7
1189,Okay Bear #4701,Blue,Striped Tee,Closed,Punk Sunglasses,Sand,Worn Out Cap,Wry,12.520000000000001,3.5700000000000003,3.1,2.69,8.18,2.79,9.22,1190,7.842868743615525e-10,2.69,6.01,7
1190,Okay Bear #8254,Green,Utility Vest,Spirited,,Coral,Sweatband,Hmm,12.6,1.97,6.2,66.72,0.72,3.52,3.02,1191,7.85898755900375e-10,0.72,13.535714285714283,6
1191,Okay Bear #3389,Yellow,Urban Hoodie,Disappointed,Wayfarer Sunglasses,Dark Brown,Bandana,Ohh,12.22,1.2,9.4,4.38,12.68,4.24,2.4299999999999997,1192,7.88761673557678e-10,1.2,6.6499999999999995,7
1192,Okay Bear #7267,White,Winter Scarf,Wide Eyed,,Sand,Flat Hat,Raspberry,12.65,0.6,2.6,66.72,8.18,2.9000000000000004,2.53,1193,7.902108423031679e-10,0.6,13.739999999999998,6
1193,Okay Bear #8355,Blue,Summer Shirt,Defeated,,Sand,Rabbit Fur Hat,Ahh,12.520000000000001,2.29,5.26,66.72,8.18,0.8500000000000001,1.13,1194,7.905553205262032e-10,0.8500000000000001,13.85,6
1194,Okay Bear #2074,White,Okay Tee,Golden Glow,,Andean,Backwards Flat Cap,Ugh,12.65,2.73,1.9900000000000002,66.72,3.7699999999999996,3.0300000000000002,1.51,1195,7.909029812650929e-10,1.51,13.200000000000001,6
1195,Okay Bear #1039,White,Suede Jacket,Interested,,Pink,Baker Boy Hat,Asparagus,12.65,2.02,6.710000000000001,66.72,4.26,2.1399999999999997,0.76,1196,7.926061129428118e-10,0.76,13.608571428571427,6
1196,Okay Bear #8698,Purple,Black Tee,Okay,VR Headset,Blueprint,,Haa,11.87,3.83,20.23,0.9199999999999999,1.58,26.979999999999997,2.1999999999999997,1197,7.93514589649633e-10,0.9199999999999999,9.65857142857143,6
1197,Okay Bear #9422,Warm Grey,Urban Hoodie,White Glow,,Black,Bandana,Ahh,12.27,1.2,3.4099999999999997,66.72,4.95,4.24,1.13,1198,7.944850408551092e-10,1.13,13.417142857142855,6
1198,Okay Bear #5986,White,Hooded Cardigan,Happy,Barrel Sunglasses,Grizzly,Visor,Proud,12.65,1.6099999999999999,7.88,2.11,14.399999999999999,3.09,5.28,1199,7.955728766837913e-10,1.6099999999999999,6.717142857142856,7
1199,Okay Bear #9490,Blue,Tweed Suit,White Glow,Wayfarer Sunglasses,Grizzly,Head Cam,Okay,12.520000000000001,0.88,3.4099999999999997,4.38,14.399999999999999,1.46,23.05,1200,7.974468890211225e-10,0.88,8.585714285714287,7
1200,Okay Bear #7666,Cream,Denim Jacket,Annoyed,Aviator Sunglasses,Ginger,Pom Pom Beanie,Clean Smile,13.26,0.91,13.089999999999998,4.09,6.0600000000000005,2.56,7.969999999999999,1201,7.987645493301904e-10,0.91,6.848571428571427,7
1201,Okay Bear #6995,Yellow,Utility Vest,Defeated,Aviator Sunglasses,Grizzly,Bandana,Raspberry,12.22,1.97,5.26,4.09,14.399999999999999,4.24,2.53,1202,8.000098866266158e-10,1.97,6.387142857142856,7
1202,Okay Bear #7959,Purple,Pullover Windbreaker,Annoyed,Punk Sunglasses,Pink,Army Hat,Wry,11.87,2.04,13.089999999999998,2.69,4.26,2.39,9.22,1203,8.004076559496897e-10,2.04,6.508571428571428,7
1203,Okay Bear #7936,White,Wool Overcoat,Okay,Circle Sunglasses,Andean,Earrings,Wry,12.65,1.2,20.23,2.82,3.7699999999999996,2.6599999999999997,9.22,1204,8.007015524407098e-10,1.2,7.507142857142857,7
1204,Okay Bear #8898,Blue,Okay Hoodie,Sarcastic,Clear Glasses,Dark Brown,Runner Cap,Raspberry,12.520000000000001,1.5,9.65,4.07,12.68,3.39,2.53,1205,8.021522082748284e-10,1.5,6.62,7
1205,Okay Bear #6084,Purple,Cord Tracksuit,Golden Glow,Punk Sunglasses,Tan,Worn Out Cap,Okay,11.87,1.39,1.9900000000000002,2.69,14.13,2.79,23.05,1206,8.025796995056588e-10,1.39,8.272857142857143,7
1206,Okay Bear #509,Blue,Torn Tee,Tired,,Albino,Skate Cap,Pencil,12.520000000000001,1.04,4.54,66.72,4.5600000000000005,5.510000000000001,0.8099999999999999,1207,8.026958526033568e-10,0.8099999999999999,13.671428571428574,6
1207,Okay Bear #7562,Blue,Travel Coat,Spirited,Aviator Sunglasses,Polar,Bandana,Wry,12.520000000000001,1.01,6.2,4.09,6.41,4.24,9.22,1208,8.035178099437482e-10,1.01,6.241428571428572,7
1208,Okay Bear #8100,Cream,Insulated Jacket,Sarcastic,Flying Goggles,Grizzly,,Gaiter,13.26,1.55,9.65,1.83,14.399999999999999,26.979999999999997,0.5700000000000001,1209,8.037720837856942e-10,0.5700000000000001,9.748571428571427,6
1209,Okay Bear #1813,Green,Black Tee,Wide Eyed,Wayfarer Sunglasses,Red Panda,Sticky Note,Okay,12.6,3.83,2.6,4.38,2.76,2.3,23.05,1210,8.041269644422559e-10,2.3,7.36,7
1210,Okay Bear #4709,White,Striped Tee,Happy,Circle Sunglasses,Grizzly,Army Hat,Beaming Smile,12.65,3.5700000000000003,7.88,2.82,14.399999999999999,2.39,2.33,1211,8.047303512392392e-10,2.33,6.577142857142857,7
1211,Okay Bear #6182,Cream,Torn Sleeveless Tee,Happy,,Red Panda,Mumford Hat,Asparagus,13.26,3.15,7.88,66.72,2.76,1.7500000000000002,0.76,1212,8.061150993622273e-10,0.76,13.754285714285714,6
1212,Okay Bear #1863,Warm Grey,Striped Tee,Sarcastic,Holographic,Lofi,,Sneer,12.27,3.5700000000000003,9.65,1.71,1.96,26.979999999999997,2.11,1213,8.065228471269856e-10,1.71,8.321428571428571,6
1213,Okay Bear #3887,Yellow,Hawaiian Shirt,Interested,Aviator Sunglasses,Wood,Beret,Okay,12.22,1.78,6.710000000000001,4.09,2.01,2.92,23.05,1214,8.075824546386753e-10,1.78,7.54,7
1214,Okay Bear #9506,Warm Grey,Vintage Windbreaker,White Glow,Round Glasses,Polar,Runner Cap,Pouting,12.27,1.9300000000000002,3.4099999999999997,3.74,6.41,3.39,12.31,1215,8.078740041424962e-10,1.9300000000000002,6.208571428571429,7
1215,Okay Bear #1261,Blue,Overalls,Wide Eyed,,Sand,Flat Hat,Ahh,12.520000000000001,1.39,2.6,66.72,8.18,2.9000000000000004,1.13,1216,8.092417112421658e-10,1.13,13.634285714285713,6
1216,Okay Bear #3085,Grey,Pullover Windbreaker,Okay,Clear Glasses,Dark Brown,Worn Out Beanie,Forced Smile,12.61,2.04,20.23,4.07,12.68,2.6,1.16,1217,8.100020849162163e-10,1.16,7.912857142857143,7
1217,Okay Bear #876,Blue,,White Glow,Holographic,Polar,Pencil,Beaming Smile,12.520000000000001,19.650000000000002,3.4099999999999997,1.71,6.41,3.7900000000000005,2.33,1218,8.120271190214478e-10,1.71,7.117142857142857,6
1218,Okay Bear #3554,Green,Okay Tee,Okay,Wayfarer Sunglasses,Tan,Ear Tag,Grimace,12.6,2.73,20.23,4.38,14.13,1.91,0.9900000000000001,1219,8.143552661058656e-10,0.9900000000000001,8.13857142857143,7
1219,Okay Bear #3585,White,Silk Robe,Annoyed,Punk Sunglasses,Andean,Sweatband,Okay,12.65,0.6,13.089999999999998,2.69,3.7699999999999996,3.52,23.05,1220,8.175016650008209e-10,0.6,8.481428571428571,7
1220,Okay Bear #9485,Green,Hooded Cardigan,Sarcastic,,Green,Skate Cap,Cassette,12.6,1.6099999999999999,9.65,66.72,4.5600000000000005,5.510000000000001,0.25,1221,8.204199685657924e-10,0.25,14.414285714285715,6
1221,Okay Bear #1253,Cream,,Wide Eyed,Clear Glasses,Polar,Baker Boy Hat,Wheat,13.26,19.650000000000002,2.6,4.07,6.41,2.1399999999999997,2.17,1222,8.207395705529421e-10,2.1399999999999997,7.185714285714285,6
1222,Okay Bear #582,Yellow,Woven Sweater,Happy,Aviator Sunglasses,Tan,Beret,Ohh,12.22,2.08,7.88,4.09,14.13,2.92,2.4299999999999997,1223,8.213255879803991e-10,2.08,6.535714285714286,7
1223,Okay Bear #9311,Yellow,Puffer Jacket,Sad,Clear Glasses,Sand,Black Bucket Hat,Gah,12.22,2.27,5.07,4.07,8.18,4.12,4.26,1224,8.217875367696606e-10,2.27,5.741428571428571,7
1224,Okay Bear #8432,Purple,Black Tee,Tired,,Black,Flat Cap,Grimace,11.87,3.83,4.54,66.72,4.95,1.22,0.9900000000000001,1225,8.233066202623292e-10,0.9900000000000001,13.445714285714287,6
1225,Okay Bear #1510,Warm Grey,Hoodie with Headphones,Closed,,Tan,Flat Cap,Yawn,12.27,2.27,3.1,66.72,14.13,1.22,0.83,1226,8.242676136424091e-10,0.83,14.362857142857141,6
1226,Okay Bear #3943,Blue,Olive Windbreaker,Okay,Barrel Sunglasses,Grizzly,Ear Tag,Haa,12.520000000000001,2.56,20.23,2.11,14.399999999999999,1.91,2.1999999999999997,1227,8.278300219804875e-10,1.91,7.99,7
1227,Okay Bear #5544,Warm Grey,Sleeveless Tee,Happy,Wayfarer Sunglasses,Green,Sweatband,Gah,12.27,2.86,7.88,4.38,4.5600000000000005,3.52,4.26,1228,8.281862752916053e-10,2.86,5.675714285714285,7
1228,Okay Bear #8866,Purple,Vintage Windbreaker,Annoyed,Punk Sunglasses,Panda,Baker Boy Hat,Pouting,11.87,1.9300000000000002,13.089999999999998,2.69,3.9,2.1399999999999997,12.31,1229,8.287745147473652e-10,1.9300000000000002,6.847142857142857,7
1229,Okay Bear #7685,Green,Insulated Jacket,Annoyed,,Polar,Surf Bucket Hat,Gaiter,12.6,1.55,13.089999999999998,66.72,6.41,1.3299999999999998,0.5700000000000001,1230,8.288624278821903e-10,0.5700000000000001,14.61,6
1230,Okay Bear #6914,Blue,Polo with Headphones,Defeated,Barrel Sunglasses,Albino,,Gah,12.520000000000001,1.1400000000000001,5.26,2.11,4.5600000000000005,26.979999999999997,4.26,1231,8.302211000469565e-10,1.1400000000000001,8.118571428571428,6
1231,Okay Bear #7210,Warm Grey,Summer Shirt,Defeated,Clear Glasses,Polar,Mumford Hat,Pouting,12.27,2.29,5.26,4.07,6.41,1.7500000000000002,12.31,1232,8.306428470850832e-10,1.7500000000000002,6.337142857142857,7
1232,Okay Bear #5635,Yellow,Olive Windbreaker,Sarcastic,Circle Sunglasses,Polar,Ear Tag,Clean Smile,12.22,2.56,9.65,2.82,6.41,1.91,7.969999999999999,1233,8.306868031859206e-10,1.91,6.22,7
1233,Okay Bear #2646,Green,Olive Windbreaker,Okay,Clear Glasses,Tan,Ear Tag,Toothpick,12.6,2.56,20.23,4.07,14.13,1.91,1.16,1234,8.314465215815701e-10,1.16,8.094285714285714,7
1234,Okay Bear #2882,Green,,Okay,Barrel Sunglasses,Red Panda,Sweatband,Pencil,12.6,19.650000000000002,20.23,2.11,2.76,3.52,0.8099999999999999,1235,8.316645737453222e-10,0.8099999999999999,8.811428571428571,6
1235,Okay Bear #6267,Blue,Wool Overcoat,Spirited,Clear Glasses,Sand,Classic Cap,Clean Smile,12.520000000000001,1.2,6.2,4.07,8.18,3.37,7.969999999999999,1236,8.329390046400402e-10,1.2,6.215714285714285,7
1236,Okay Bear #848,Cream,Autumn Sweater,Okay,Clear Glasses,Pink,Runner Cap,Hmm,13.26,1.7500000000000002,20.23,4.07,4.26,3.39,3.02,1237,8.332745255846412e-10,1.7500000000000002,7.14,7
1237,Okay Bear #5843,Purple,Utility Vest,White Glow,,Andean,Black Bucket Hat,Bubble Gum,11.87,1.97,3.4099999999999997,66.72,3.7699999999999996,4.12,1.01,1238,8.346171447349149e-10,1.01,13.267142857142858,6
1238,Okay Bear #3745,Blue,Black Tee,Disappointed,Wayfarer Sunglasses,Grizzly,Worn Out Beanie,Ahh,12.520000000000001,3.83,9.4,4.38,14.399999999999999,2.6,1.13,1239,8.352555123654144e-10,1.13,6.894285714285714,7
1239,Okay Bear #4,White,Summer Shirt,Happy,,Blueprint,Sticky Note,Ugh,12.65,2.29,7.88,66.72,1.58,2.3,1.51,1240,8.357379687737415e-10,1.51,13.561428571428573,6
1240,Okay Bear #6604,Purple,Legacy Windbreaker,Sarcastic,Pixel Glasses,Tan,Earrings,Proud,11.87,1.15,9.65,3.2,14.13,2.6599999999999997,5.28,1241,8.365339516697855e-10,1.15,6.848571428571428,7
1241,Okay Bear #1698,Purple,Double Jacket,Annoyed,,Sun,Sticky Note,Honey,11.87,2.5100000000000002,13.089999999999998,66.72,2.59,2.3,0.54,1242,8.370308879479674e-10,0.54,14.231428571428571,6
1242,Okay Bear #7087,Green,Olive Windbreaker,Annoyed,Holographic,Sand,Black Bucket Hat,Huh,12.6,2.56,13.089999999999998,1.71,8.18,4.12,3.44,1243,8.370573797974673e-10,1.71,6.528571428571428,7
1243,Okay Bear #4624,Grey,Striped Tee,Interested,Pixel Glasses,Sand,Book,Pouting,12.61,3.5700000000000003,6.710000000000001,3.2,8.18,0.86,12.31,1244,8.37077385195123e-10,0.86,6.777142857142857,7
1244,Okay Bear #9191,Grey,Puffer Jacket,Disappointed,Pixel Glasses,Sand,Worn Out Cap,Gah,12.61,2.27,9.4,3.2,8.18,2.79,4.26,1245,8.371164605839027e-10,2.27,6.101428571428571,7
1245,Okay Bear #3950,Warm Grey,Insulated Jacket,Sad,,Pink,Visor,Grimace,12.27,1.55,5.07,66.72,4.26,3.09,0.9900000000000001,1246,8.383850607590585e-10,0.9900000000000001,13.421428571428573,6
1246,Okay Bear #6061,Blue,Double Jacket,Spirited,Round Glasses,Black,Beret,Clean Smile,12.520000000000001,2.5100000000000002,6.2,3.74,4.95,2.92,7.969999999999999,1247,8.39436238577091e-10,2.5100000000000002,5.83,7
1247,Okay Bear #5893,Green,Winter Scarf,Sarcastic,Punk Sunglasses,Dark Brown,Bandana,Clean Smile,12.6,0.6,9.65,2.69,12.68,4.24,7.969999999999999,1248,8.409009059728703e-10,0.6,7.204285714285715,7
1248,Okay Bear #1710,Grey,Autumn Sweater,Robot,,Dark Brown,Army Hat,Wheat,12.61,1.7500000000000002,0.8699999999999999,66.72,12.68,2.39,2.17,1249,8.423746983284069e-10,0.8699999999999999,14.17,6
1249,Okay Bear #4931,Green,Striped Tee,Spirited,Flying Goggles,Dark Brown,Pencil,Huh,12.6,3.5700000000000003,6.2,1.83,12.68,3.7900000000000005,3.44,1250,8.437201992486491e-10,1.83,6.301428571428572,7
1250,Okay Bear #129,White,Summer Shirt,Spirited,Flying Goggles,Sand,Pom Pom Beanie,Pouting,12.65,2.29,6.2,1.83,8.18,2.56,12.31,1251,8.472666439417805e-10,1.83,6.574285714285714,7
1251,Okay Bear #3108,Grey,Faded Denim Jacket,Disappointed,Clear Glasses,Ginger,Flat Cap,Pouting,12.61,1.9300000000000002,9.4,4.07,6.0600000000000005,1.22,12.31,1252,8.473935737378964e-10,1.22,6.8,7
1252,Okay Bear #1646,White,Pullover Windbreaker,Disappointed,,Lofi,Sweatband,Asparagus,12.65,2.04,9.4,66.72,1.96,3.52,0.76,1253,8.486271291152794e-10,0.76,13.864285714285716,6
1253,Okay Bear #5649,Blue,Sling Pack,Sad,Round Glasses,Dark Brown,Okay Beanie,Gah,12.520000000000001,2.1999999999999997,5.07,3.74,12.68,3.01,4.26,1254,8.491842282093731e-10,2.1999999999999997,6.211428571428571,7
1254,Okay Bear #1522,Blue,Okay Hoodie,Happy,Holographic,Black,Skate Cap,Pouting,12.520000000000001,1.5,7.88,1.71,4.95,5.510000000000001,12.31,1255,8.496357278164668e-10,1.5,6.625714285714287,7
1255,Okay Bear #6169,Warm Grey,Camel Coat,Annoyed,Barrel Sunglasses,Dark Brown,Baker Boy Hat,Clean Smile,12.27,1.16,13.089999999999998,2.11,12.68,2.1399999999999997,7.969999999999999,1256,8.501900188662253e-10,1.16,7.345714285714286,7
1256,Okay Bear #6999,White,Hawaiian Shirt,Okay,Holographic,Polar,Baker Boy Hat,Clean Smile,12.65,1.78,20.23,1.71,6.41,2.1399999999999997,7.969999999999999,1257,8.515941026331858e-10,1.71,7.555714285714286,7
1257,Okay Bear #540,Green,Double Jacket,Defeated,Wayfarer Sunglasses,Green,,Worried,12.6,2.5100000000000002,5.26,4.38,4.5600000000000005,26.979999999999997,0.95,1258,8.515977680870956e-10,0.95,8.177142857142856,6
1258,Okay Bear #304,Green,Formal Vest,Sarcastic,,Panda,Chullo,Haa,12.6,1.5699999999999998,9.65,66.72,3.9,0.7799999999999999,2.1999999999999997,1259,8.523842944256639e-10,0.7799999999999999,13.917142857142855,6
1259,Okay Bear #8151,Purple,Striped Tee,Spirited,Barrel Sunglasses,Polar,Okay Beanie,Clean Smile,11.87,3.5700000000000003,6.2,2.11,6.41,3.01,7.969999999999999,1260,8.524637621050616e-10,2.11,5.877142857142857,7
1260,Okay Bear #3101,Cream,Scarf,Interested,Aviator Sunglasses,Sand,Army Hat,Wry,13.26,1.3,6.710000000000001,4.09,8.18,2.39,9.22,1261,8.52736455967347e-10,1.3,6.45,7
1261,Okay Bear #6293,White,Black Tee,Annoyed,,Lofi,Ear Tag,Honey,12.65,3.83,13.089999999999998,66.72,1.96,1.91,0.54,1262,8.5539790464435e-10,0.54,14.385714285714286,6
1262,Okay Bear #3892,Grey,Sling Pack,Spirited,Clear Glasses,Andean,Sweatband,Wry,12.61,2.1999999999999997,6.2,4.07,3.7699999999999996,3.52,9.22,1263,8.565225491434724e-10,2.1999999999999997,5.941428571428572,7
1263,Okay Bear #7711,Grey,Double Jacket,Disappointed,Circle Sunglasses,Pink,Worn Out Beanie,Wry,12.61,2.5100000000000002,9.4,2.82,4.26,2.6,9.22,1264,8.568003556595433e-10,2.5100000000000002,6.202857142857143,7
1264,Okay Bear #2720,White,Double Jacket,Okay,Clear Glasses,Pink,Head Cam,Proud,12.65,2.5100000000000002,20.23,4.07,4.26,1.46,5.28,1265,8.585209874441029e-10,1.46,7.208571428571429,7
1265,Okay Bear #1162,Grey,Faded Denim Jacket,Interested,Pixel Glasses,Tan,Runner Cap,Huh,12.61,1.9300000000000002,6.710000000000001,3.2,14.13,3.39,3.44,1266,8.610833598052311e-10,1.9300000000000002,6.487142857142857,7
1266,Okay Bear #8491,Purple,Hooded Cardigan,Interested,Barrel Sunglasses,Albino,Backwards Flat Cap,Okay,11.87,1.6099999999999999,6.710000000000001,2.11,4.5600000000000005,3.0300000000000002,23.05,1267,8.617076953134499e-10,1.6099999999999999,7.562857142857142,7
1267,Okay Bear #512,Grey,Leather Jacket,Sarcastic,Snow Goggles,Grizzly,,Forced Smile,12.61,1.3,9.65,1.21,14.399999999999999,26.979999999999997,1.16,1268,8.626478598264381e-10,1.16,9.615714285714287,6
1268,Okay Bear #6444,Purple,Sling Pack,Tired,Punk Sunglasses,Panda,Okay Beanie,Okay,11.87,2.1999999999999997,4.54,2.69,3.9,3.01,23.05,1269,8.629458906646577e-10,2.1999999999999997,7.322857142857143,7
1269,Okay Bear #8599,Cream,Golf Polo,Closed,Round Glasses,Sand,Worn Out Cap,Pouting,13.26,2.0,3.1,3.74,8.18,2.79,12.31,1270,8.638182508743215e-10,2.0,6.482857142857143,7
1270,Okay Bear #2981,Warm Grey,Cord Tracksuit,Annoyed,Punk Sunglasses,Tan,Army Hat,Gah,12.27,1.39,13.089999999999998,2.69,14.13,2.39,4.26,1271,8.63974553440623e-10,1.39,7.174285714285714,7
1271,Okay Bear #6166,Grey,Torn Sleeveless Tee,Sarcastic,Pixel Glasses,Dark Brown,Pom Pom Beanie,Wheat,12.61,3.15,9.65,3.2,12.68,2.56,2.17,1272,8.640161986240512e-10,2.17,6.574285714285714,7
1272,Okay Bear #115,Yellow,Urban Hoodie,Okay,Aviator Sunglasses,Tan,Rubik's Cube,Pouting,12.22,1.2,20.23,4.09,14.13,0.41000000000000003,12.31,1273,8.652781045354579e-10,0.41000000000000003,9.227142857142857,7
1273,Okay Bear #2340,Blue,Loose Overalls,Sad,Wayfarer Sunglasses,Black,Skate Cap,Gah,12.520000000000001,2.68,5.07,4.38,4.95,5.510000000000001,4.26,1274,8.657402109700895e-10,2.68,5.6242857142857146,7
1274,Okay Bear #439,Blue,Sleeveless Tee,Disappointed,Clear Glasses,Wood,Pom Pom Beanie,Pouting,12.520000000000001,2.86,9.4,4.07,2.01,2.56,12.31,1275,8.677341717448337e-10,2.01,6.532857142857144,7
1275,Okay Bear #2589,Green,Golf Polo,Defeated,,Blueprint,Skate Cap,Ahh,12.6,2.0,5.26,66.72,1.58,5.510000000000001,1.13,1276,8.700204318494977e-10,1.13,13.542857142857143,6
1276,Okay Bear #5992,Purple,Hawaiian Shirt,Wide Eyed,Barrel Sunglasses,Grizzly,Bandana,Pouting,11.87,1.78,2.6,2.11,14.399999999999999,4.24,12.31,1277,8.711900891600024e-10,1.78,7.0442857142857145,7
1277,Okay Bear #9566,Cream,Utility Vest,Happy,Barrel Sunglasses,Sand,Earrings,Wry,13.26,1.97,7.88,2.11,8.18,2.6599999999999997,9.22,1278,8.713332447518426e-10,1.97,6.468571428571428,7
