name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity
Okay Bear #3907,Yellow,Torn Tee,Interested,,Black,Beret,Pouting,0.1222,0.0495,0.1231,0.0671,0.0104,0.6672,0.0292
Okay Bear #3908,Cream,,Okay,,Tan,Rubik's Cube,Gah,0.1326,0.1413,0.0426,0.2023,0.1965,0.6672,0.0041
Okay Bear #3909,Purple,Suede Jacket,White Glow,,Tan,Worn Out Cap,Okay,0.1187,0.1413,0.2305,0.0341,0.0202,0.6672,0.0279
Okay Bear #391,Grey,,Tired,,Grizzly,Skate Cap,Pouting,0.1261,0.144,0.1231,0.0454,0.1965,0.6672,0.0551
Okay Bear #3910,Warm Grey,Sleeveless Tee,Sarcastic,,Dark Brown,Worn Out Cap,Okay,0.1227,0.1268,0.2305,0.0965,0.0286,0.6672,0.0279
Okay Bear #3911,Cream,Hooded Cardigan,Tired,Punk Sunglasses,Grizzly,Okay Beanie,Okay,0.1326,0.144,0.2305,0.0454,0.0161,0.0269,0.0301
Okay Bear #3912,Green,Torn Sleeveless Tee,Wide Eyed,,Dark Brown,Bandana,Forced Smile,0.126,0.1268,0.0116,0.026,0.0315,0.6672,0.0424
Okay Bear #3913,Blue,,Wide Eyed,,Tan,Sticky Note,Okay,0.1252,0.1413,0.2305,0.026,0.1965,0.6672,0.023
Okay Bear #3914,Yellow,Okay Tee,Happy,,Red Panda,Flat Hat,Grimace,0.1222,0.0276,0.0099,0.0788,0.0273,0.6672,0.029
Okay Bear #3915,Green,Sleeveless Tee,Okay,,Pink,,Raspberry,0.126,0.0426,0.0253,0.2023,0.0286,0.6672,0.2698
Okay Bear #3916,Cream,Loose Overalls,Happy,,Tan,Black Bucket Hat,Clean Smile,0.1326,0.1413,0.0797,0.0788,0.0268,0.6672,0.0412
Okay Bear #3917,Grey,Woven Sweater,Happy,,Sand,Visor,Hmm,0.1261,0.0818,0.0302,0.0788,0.0208,0.6672,0.0309
Okay Bear #3918,Grey,Faded Denim Jacket,Interested,,Tan,Sticky Note,Okay,0.1261,0.1413,0.2305,0.0671,0.0193,0.6672,0.023
Okay Bear #3919,White,Torn Sleeveless Tee,Robot,,Panda,Ear Tag,Hmm,0.1265,0.039,0.0302,0.0087,0.0315,0.6672,0.0191
Okay Bear #392,Cream,Aviator Jacket,Disappointed,,Tan,Skate Cap,Proud,0.1326,0.1413,0.0528,0.094,0.0075,0.6672,0.0551
Okay Bear #3920,Grey,Hooded Cardigan,Sarcastic,,Tan,Worn Out Beanie,Okay,0.1261,0.1413,0.2305,0.0965,0.0161,0.6672,0.026
Okay Bear #3921,Cream,Hoodie with Headphones,Golden Glow,,Tan,,Pouting,0.1326,0.1413,0.1231,0.0199,0.0227,0.6672,0.2698
Okay Bear #3922,White,Puffer Jacket,Happy,Wayfarer Sunglasses,Black,,Pencil,0.1265,0.0495,0.0081,0.0788,0.0227,0.0438,0.2698
Okay Bear #3923,Grey,Vintage Shirt,Robot,,Dark Brown,Visor,Huh,0.1261,0.1268,0.0344,0.0087,0.0275,0.6672,0.0309
Okay Bear #3924,Purple,,Tired,,Grizzly,Rubik's Cube,Asparagus,0.1187,0.144,0.0076,0.0454,0.1965,0.6672,0.0041
Okay Bear #3925,Cream,Insulated Jacket,Annoyed,,Grizzly,Beret,Wry,0.1326,0.144,0.0922,0.1309,0.0155,0.6672,0.0292
Okay Bear #3926,White,Suede Jacket,Okay,,Green,,Okay,0.1265,0.0456,0.2305,0.2023,0.0202,0.6672,0.2698
Okay Bear #3927,Green,Suede Jacket,Disappointed,Punk Sunglasses,Coral,Chullo,Clean Smile,0.126,0.0072,0.0797,0.094,0.0202,0.0269,0.0078
Okay Bear #3928,Yellow,,Okay,,Tan,Skate Cap,Okay,0.1222,0.1413,0.2305,0.2023,0.1965,0.6672,0.0551
Okay Bear #3929,Warm Grey,Hawaiian Shirt,Closed,,Grizzly,Skate Cap,Pouting,0.1227,0.144,0.1231,0.031,0.0178,0.6672,0.0551
Okay Bear #393,Grey,Black Tee,Annoyed,,Sand,,Pouting,0.1261,0.0818,0.1231,0.1309,0.0383,0.6672,0.2698
Okay Bear #3930,Blue,,Annoyed,VR Headset,Andean,,Beaming Smile,0.1252,0.0377,0.0233,0.1309,0.1965,0.0092,0.2698
Okay Bear #3931,Blue,Autumn Sweater,Wide Eyed,Round Glasses,Sand,Chullo,Wry,0.1252,0.0818,0.0922,0.026,0.0175,0.0374,0.0078
Okay Bear #3932,Warm Grey,Urban Hoodie,Okay,Barrel Sunglasses,Lofi,Chullo,Oou,0.1227,0.0196,0.0271,0.2023,0.012,0.0211,0.0078
Okay Bear #3933,Green,Summer Shirt,Defeated,Round Glasses,Black,Sweatband,Wheat,0.126,0.0495,0.0217,0.0526,0.0229,0.0374,0.0352
Okay Bear #3934,Yellow,Overalls,Annoyed,,Dark Brown,Mumford Hat,Sneer,0.1222,0.1268,0.0211,0.1309,0.0139,0.6672,0.0175
Okay Bear #3935,Warm Grey,Vintage Shirt,Sad,,Grizzly,Pencil,Proud,0.1227,0.144,0.0528,0.0507,0.0275,0.6672,0.0379
Okay Bear #3936,Yellow,Sleeveless Tee,Okay,Round Glasses,Grizzly,Okay Beanie,Okay,0.1222,0.144,0.2305,0.2023,0.0286,0.0374,0.0301
Okay Bear #3937,Green,Okay Hoodie,Sarcastic,,Sun,Pom Pom Beanie,Pouting,0.126,0.0259,0.1231,0.0965,0.015,0.6672,0.0256
Okay Bear #3938,Warm Grey,Urban Hoodie,Sarcastic,,Black,Pencil,Wry,0.1227,0.0495,0.0922,0.0965,0.012,0.6672,0.0379
Okay Bear #3939,Yellow,Summer Shirt,Spirited,,Polar,Classic Cap,Clean Smile,0.1222,0.0641,0.0797,0.062,0.0229,0.6672,0.0337
Okay Bear #394,Blue,Coat with Headphones,Okay,Circle Sunglasses,Tan,Skate Cap,Pouting,0.1252,0.1413,0.1231,0.2023,0.009,0.0282,0.0551
Okay Bear #3940,Grey,Striped Tee,Annoyed,,Grizzly,Bandana,Haa,0.1261,0.144,0.022,0.1309,0.0357,0.6672,0.0424
Okay Bear #3941,White,Sling Pack,Tired,,Panda,,Wry,0.1265,0.039,0.0922,0.0454,0.022,0.6672,0.2698
Okay Bear #3942,Cream,Autumn Sweater,Interested,,Polar,Chullo,Wry,0.1326,0.0641,0.0922,0.0671,0.0175,0.6672,0.0078
Okay Bear #3943,Blue,Olive Windbreaker,Okay,Barrel Sunglasses,Grizzly,Ear Tag,Haa,0.1252,0.144,0.022,0.2023,0.0256,0.0211,0.0191
Okay Bear #3944,Yellow,Loose Overalls,Okay,Pixel Glasses,Sand,,Okay,0.1222,0.0818,0.2305,0.2023,0.0268,0.032,0.2698
Okay Bear #3945,Warm Grey,Silk Robe,Okay,Clear Glasses,Andean,Flat Hat,Wry,0.1227,0.0377,0.0922,0.2023,0.006,0.0407,0.029
Okay Bear #3946,White,Hooded Cardigan,Spirited,,Dark Brown,,Gah,0.1265,0.1268,0.0426,0.062,0.0161,0.6672,0.2698
Okay Bear #3947,Warm Grey,Overalls,Okay,,Polar,,Yum,0.1227,0.0641,0.0098,0.2023,0.0139,0.6672,0.2698
Okay Bear #3948,Warm Grey,Okay Tee,Okay,,Sand,,Pouting,0.1227,0.0818,0.1231,0.2023,0.0273,0.6672,0.2698
Okay Bear #3949,Purple,Legacy Windbreaker,Closed,,Grizzly,Ear Tag,Drool,0.1187,0.144,0.0097,0.031,0.0115,0.6672,0.0191
Okay Bear #395,Green,Autumn Sweater,Golden Glow,,Sand,,Wry,0.126,0.0818,0.0922,0.0199,0.0175,0.6672,0.2698
Okay Bear #3950,Warm Grey,Insulated Jacket,Sad,,Pink,Visor,Grimace,0.1227,0.0426,0.0099,0.0507,0.0155,0.6672,0.0309
Okay Bear #3951,Blue,,Sarcastic,,Pink,,Pouting,0.1252,0.0426,0.1231,0.0965,0.1965,0.6672,0.2698
Okay Bear #3952,Green,Woven Sweater,Okay,,Dark Brown,Army Hat,Gah,0.126,0.1268,0.0426,0.2023,0.0208,0.6672,0.0239
Okay Bear #3953,Grey,,Sad,,Black,,Eight Ball,0.1261,0.0495,0.0038,0.0507,0.1965,0.6672,0.2698
Okay Bear #3954,Grey,,Okay,Circle Sunglasses,Dark Brown,Runner Cap,Okay,0.1261,0.1268,0.2305,0.2023,0.1965,0.0282,0.0339
Okay Bear #3955,Yellow,Faded Denim Jacket,Annoyed,Wayfarer Sunglasses,Pink,Black Bucket Hat,Okay,0.1222,0.0426,0.2305,0.1309,0.0193,0.0438,0.0412
Okay Bear #3956,White,,Annoyed,,Grizzly,Okay Beanie,Okay,0.1265,0.144,0.2305,0.1309,0.1965,0.6672,0.0301
Okay Bear #3957,Purple,Hoodie with Headphones,Defeated,Barrel Sunglasses,Red Panda,,Okay,0.1187,0.0276,0.2305,0.0526,0.0227,0.0211,0.2698
Okay Bear #3958,Yellow,Sling Pack,Annoyed,,Dark Brown,Ear Tag,Okay,0.1222,0.1268,0.2305,0.1309,0.022,0.6672,0.0191
Okay Bear #3959,Grey,,Annoyed,,Blueprint,Sticky Note,Pouting,0.1261,0.0158,0.1231,0.1309,0.1965,0.6672,0.023
Okay Bear #396,White,,Sad,Wayfarer Sunglasses,Grizzly,Head Cam,Haa,0.1265,0.144,0.022,0.0507,0.1965,0.0438,0.0146
Okay Bear #3960,White,Hoodie with Headphones,Tired,Wayfarer Sunglasses,Ginger,,Gah,0.1265,0.0606,0.0426,0.0454,0.0227,0.0438,0.2698
Okay Bear #3961,Cream,,Tired,,Tan,Pencil,Proud,0.1326,0.1413,0.0528,0.0454,0.1965,0.6672,0.0379
Okay Bear #3962,Yellow,,Okay,Aviator Sunglasses,Tan,Visor,Ohh,0.1222,0.1413,0.0243,0.2023,0.1965,0.0409,0.0309
Okay Bear #3963,Blue,Golf Polo,Annoyed,Holographic,Grizzly,Mumford Hat,Oou,0.1252,0.144,0.0271,0.1309,0.02,0.0171,0.0175
Okay Bear #3964,Cream,Winter Scarf,Okay,Round Glasses,Dark Brown,,Pouting,0.1326,0.1268,0.1231,0.2023,0.006,0.0374,0.2698
Okay Bear #3965,White,Autumn Sweater,Annoyed,Snow Goggles,Tan,,Clean Smile,0.1265,0.1413,0.0797,0.1309,0.0175,0.0121,0.2698
Okay Bear #3966,White,,Golden Glow,,Panda,Visor,Pouting,0.1265,0.039,0.1231,0.0199,0.1965,0.6672,0.0309
Okay Bear #3967,Warm Grey,Hooded Cardigan,Disappointed,,Sand,Backwards Skate Cap,Ugh,0.1227,0.0818,0.0151,0.094,0.0161,0.6672,0.0212
Okay Bear #3968,Warm Grey,Vintage Windbreaker,Sad,,Tan,,Haa,0.1227,0.1413,0.022,0.0507,0.0193,0.6672,0.2698
Okay Bear #3969,Warm Grey,Overalls,Okay,,Ginger,Skate Cap,Ahh,0.1227,0.0606,0.0113,0.2023,0.0139,0.6672,0.0551
Okay Bear #397,Green,Loose Overalls,Disappointed,,Pink,Okay Beanie,Huh,0.126,0.0426,0.0344,0.094,0.0268,0.6672,0.0301
Okay Bear #3970,Blue,,Disappointed,,Sand,Visor,Yawn,0.1252,0.0818,0.0083,0.094,0.1965,0.6672,0.0309
Okay Bear #3971,Blue,Autumn Sweater,Happy,,Coral,Black Bucket Hat,Okay,0.1252,0.0072,0.2305,0.0788,0.0175,0.6672,0.0412
Okay Bear #3972,Purple,Camel Coat,Annoyed,,Dark Brown,,Proud,0.1187,0.1268,0.0528,0.1309,0.0116,0.6672,0.2698
Okay Bear #3973,Grey,,Okay,,Panda,,Pencil,0.1261,0.039,0.0081,0.2023,0.1965,0.6672,0.2698
Okay Bear #3974,Cream,Polo with Headphones,Wide Eyed,Holographic,Pink,,Okay,0.1326,0.0426,0.2305,0.026,0.0114,0.0171,0.2698
Okay Bear #3975,White,Double Jacket,Okay,,Tan,,Okay,0.1265,0.1413,0.2305,0.2023,0.0251,0.6672,0.2698
Okay Bear #3976,Blue,Golf Polo,Okay,,Coral,Pencil,Okay,0.1252,0.0072,0.2305,0.2023,0.02,0.6672,0.0379
Okay Bear #3977,White,Striped Tee,Okay,,Dark Brown,Runner Cap,Wry,0.1265,0.1268,0.0922,0.2023,0.0357,0.6672,0.0339
Okay Bear #3978,Purple,Lumber Jacket,Sad,,Sand,Skate Cap,Clean Smile,0.1187,0.0818,0.0797,0.0507,0.0124,0.6672,0.0551
Okay Bear #3979,Warm Grey,Urban Hoodie,Interested,Clear Glasses,Polar,,Okay,0.1227,0.0641,0.2305,0.0671,0.012,0.0407,0.2698
Okay Bear #398,Yellow,Insulated Jacket,Closed,,Polar,Pencil,Pouting,0.1222,0.0641,0.1231,0.031,0.0155,0.6672,0.0379
Okay Bear #3980,Warm Grey,Silk Robe,Okay,,Ginger,Mumford Hat,Wry,0.1227,0.0606,0.0922,0.2023,0.006,0.6672,0.0175
Okay Bear #3981,Grey,,Spirited,Barrel Sunglasses,Albino,Earrings,Proud,0.1261,0.0456,0.0528,0.062,0.1965,0.0211,0.0266
Okay Bear #3982,Green,,Happy,,Blueprint,Earrings,Gah,0.126,0.0158,0.0426,0.0788,0.1965,0.6672,0.0266
Okay Bear #3983,White,Sleeveless Tee,Okay,Punk Sunglasses,Sand,Earrings,Pouting,0.1265,0.0818,0.1231,0.2023,0.0286,0.0269,0.0266
Okay Bear #3984,Cream,Sleeveless Tee,Happy,,Grizzly,,Pouting,0.1326,0.144,0.1231,0.0788,0.0286,0.6672,0.2698
Okay Bear #3985,Green,,Okay,,Ginger,Pencil,Okay,0.126,0.0606,0.2305,0.2023,0.1965,0.6672,0.0379
Okay Bear #3986,Grey,Woven Sweater,Annoyed,Round Glasses,Dark Brown,Pencil,Okay,0.1261,0.1268,0.2305,0.1309,0.0208,0.0374,0.0379
Okay Bear #3987,Purple,,Sad,Clear Glasses,Polar,Beret,Proud,0.1187,0.0641,0.0528,0.0507,0.1965,0.0407,0.0292
Okay Bear #3988,Yellow,Leather Jacket,Happy,,Grizzly,Flat Hat,Okay,0.1222,0.144,0.2305,0.0788,0.013,0.6672,0.029
Okay Bear #3989,Green,Olive Windbreaker,Okay,Round Glasses,Tan,Skate Cap,Ahh,0.126,0.1413,0.0113,0.2023,0.0256,0.0374,0.0551
Okay Bear #399,Purple,Golf Polo,Closed,Flying Goggles,Sand,,Clean Smile,0.1187,0.0818,0.0797,0.031,0.02,0.0183,0.2698
Okay Bear #3990,White,Striped Tee,Sad,,Red Panda,Pencil,Okay,0.1265,0.0276,0.2305,0.0507,0.0357,0.6672,0.0379
Okay Bear #3991,Yellow,Sleeveless Tee,Annoyed,,Grizzly,Army Hat,Earphones,0.1222,0.144,0.0049,0.1309,0.0286,0.6672,0.0239
Okay Bear #3992,Warm Grey,Summer Shirt,Spirited,,Pink,,Wry,0.1227,0.0426,0.0922,0.062,0.0229,0.6672,0.2698
Okay Bear #3993,White,Okay Hoodie,Okay,,Tan,Skate Cap,Huh,0.1265,0.1413,0.0344,0.2023,0.015,0.6672,0.0551
Okay Bear #3994,Green,Formal Vest,Interested,Wayfarer Sunglasses,Green,Worn Out Beanie,Honey,0.126,0.0456,0.0054,0.0671,0.0157,0.0438,0.026
Okay Bear #3995,Purple,Lumber Jacket,Annoyed,,Green,Mumford Hat,Okay,0.1187,0.0456,0.2305,0.1309,0.0124,0.6672,0.0175
Okay Bear #3996,Grey,Scarf,Wide Eyed,,Tan,,Clean Smile,0.1261,0.1413,0.0797,0.026,0.013,0.6672,0.2698
Okay Bear #3997,Warm Grey,Tech Jacket,Interested,,Ginger,Pencil,Gah,0.1227,0.0606,0.0426,0.0671,0.0104,0.6672,0.0379
Okay Bear #3998,Yellow,Silk Robe,Annoyed,,Andean,Flat Hat,Clean Smile,0.1222,0.0377,0.0797,0.1309,0.006,0.6672,0.029
Okay Bear #3999,Grey,,Sad,Round Glasses,Dark Brown,,Beaming Smile,0.1261,0.1268,0.0233,0.0507,0.1965,0.0374,0.2698
Okay Bear #4,White,Summer Shirt,Happy,,Blueprint,Sticky Note,Ugh,0.1265,0.0158,0.0151,0.0788,0.0229,0.6672,0.023
Okay Bear #40,Grey,Double Jacket,Sarcastic,,Andean,,Proud,0.1261,0.0377,0.0528,0.0965,0.0251,0.6672,0.2698
Okay Bear #400,Warm Grey,Puffer Jacket,Interested,,Green,,Wry,0.1227,0.0456,0.0922,0.0671,0.0227,0.6672,0.2698
Okay Bear #4000,Blue,Hawaiian Shirt,White Glow,,Tan,Okay Beanie,Wry,0.1252,0.1413,0.0922,0.0341,0.0178,0.6672,0.0301
Okay Bear #4001,Grey,Faded Denim Jacket,Spirited,,Tan,Visor,Raspberry,0.1261,0.1413,0.0253,0.062,0.0193,0.6672,0.0309
Okay Bear #4002,Warm Grey,Lumber Jacket,Okay,,Polar,Beret,Clean Smile,0.1227,0.0641,0.0797,0.2023,0.0124,0.6672,0.0292
Okay Bear #4003,Purple,Torn Sleeveless Tee,Okay,,Blueprint,Baker Boy Hat,Raspberry,0.1187,0.0158,0.0253,0.2023,0.0315,0.6672,0.0214
Okay Bear #4004,Blue,Puffer Jacket,Okay,Wayfarer Sunglasses,Tan,Mumford Hat,Okay,0.1252,0.1413,0.2305,0.2023,0.0227,0.0438,0.0175
Okay Bear #4005,Purple,,Defeated,,Tan,,Clean Smile,0.1187,0.1413,0.0797,0.0526,0.1965,0.6672,0.2698
Okay Bear #4006,Yellow,Summer Shirt,Interested,Clear Glasses,Polar,Mumford Hat,Okay,0.1222,0.0641,0.2305,0.0671,0.0229,0.0407,0.0175
Okay Bear #4007,Purple,Striped Tee,Tired,Wayfarer Sunglasses,Green,Flat Hat,Beaming Smile,0.1187,0.0456,0.0233,0.0454,0.0357,0.0438,0.029
Okay Bear #4008,Grey,,Okay,Clear Glasses,Albino,Earrings,Beaming Smile,0.1261,0.0456,0.0233,0.2023,0.1965,0.0407,0.0266
Okay Bear #4009,Warm Grey,Double Jacket,Happy,Circle Sunglasses,Ginger,Bandana,Okay,0.1227,0.0606,0.2305,0.0788,0.0251,0.0282,0.0424
Okay Bear #401,Cream,Sleeveless Tee,Spirited,,Tan,Flat Hat,Clean Smile,0.1326,0.1413,0.0797,0.062,0.0286,0.6672,0.029
Okay Bear #4010,Grey,Puffer Jacket,Disappointed,,Tan,Classic Cap,Okay,0.1261,0.1413,0.2305,0.094,0.0227,0.6672,0.0337
Okay Bear #4011,Grey,Olive Windbreaker,Okay,,Dark Brown,Army Hat,Okay,0.1261,0.1268,0.2305,0.2023,0.0256,0.6672,0.0239
Okay Bear #4012,Green,Hoodie with Headphones,Happy,,Ginger,Worn Out Cap,Clean Smile,0.126,0.0606,0.0797,0.0788,0.0227,0.6672,0.0279
Okay Bear #4013,Grey,Striped Tee,Annoyed,,Dark Brown,Ear Tag,Ohh,0.1261,0.1268,0.0243,0.1309,0.0357,0.6672,0.0191
Okay Bear #4014,Grey,Black Tee,Sarcastic,,Dark Brown,,Wry,0.1261,0.1268,0.0922,0.0965,0.0383,0.6672,0.2698
Okay Bear #4015,Blue,Torn Sleeveless Tee,Sarcastic,Wayfarer Sunglasses,Panda,Black Bucket Hat,Pouting,0.1252,0.039,0.1231,0.0965,0.0315,0.0438,0.0412
Okay Bear #4016,Purple,Formal Vest,Tired,,Grizzly,Earrings,Okay,0.1187,0.144,0.2305,0.0454,0.0157,0.6672,0.0266
Okay Bear #4017,Purple,Sleeveless Tee,Interested,Wayfarer Sunglasses,Pink,Sticky Note,Wry,0.1187,0.0426,0.0922,0.0671,0.0286,0.0438,0.023
Okay Bear #4018,Yellow,,Sad,Punk Sunglasses,Panda,,Pouting,0.1222,0.039,0.1231,0.0507,0.1965,0.0269,0.2698
Okay Bear #4019,Yellow,Black Tee,Sad,,Sun,Okay Beanie,Forced Smile,0.1222,0.0259,0.0116,0.0507,0.0383,0.6672,0.0301
Okay Bear #402,Green,Striped Tee,White Glow,Round Glasses,Tan,,Okay,0.126,0.1413,0.2305,0.0341,0.0357,0.0374,0.2698
Okay Bear #4020,Grey,Puffer Jacket,Spirited,Pixel Glasses,Albino,,Yum,0.1261,0.0456,0.0098,0.062,0.0227,0.032,0.2698
Okay Bear #4021,Yellow,Okay Hoodie,Happy,,Pink,,Wry,0.1222,0.0426,0.0922,0.0788,0.015,0.6672,0.2698
Okay Bear #4022,Yellow,Vintage Windbreaker,Okay,,Albino,Backwards Flat Cap,Okay,0.1222,0.0456,0.2305,0.2023,0.0193,0.6672,0.0303
Okay Bear #4023,Cream,Vintage Shirt,Happy,,Grizzly,,Gah,0.1326,0.144,0.0426,0.0788,0.0275,0.6672,0.2698
Okay Bear #4024,Grey,Wool Overcoat,White Glow,,Polar,Earrings,Clean Smile,0.1261,0.0641,0.0797,0.0341,0.012,0.6672,0.0266
Okay Bear #4025,Green,Sleeveless Tee,Happy,Wayfarer Sunglasses,Blueprint,Worn Out Cap,Pouting,0.126,0.0158,0.1231,0.0788,0.0286,0.0438,0.0279
Okay Bear #4026,Yellow,Urban Hoodie,Okay,,Sand,,Wry,0.1222,0.0818,0.0922,0.2023,0.012,0.6672,0.2698
Okay Bear #4027,Blue,Utility Vest,Disappointed,Circle Sunglasses,Sand,Black Bucket Hat,Okay,0.1252,0.0818,0.2305,0.094,0.0197,0.0282,0.0412
Okay Bear #4028,Blue,Summer Shirt,Okay,,Tan,Classic Cap,Ugh,0.1252,0.1413,0.0151,0.2023,0.0229,0.6672,0.0337
Okay Bear #4029,Green,Autumn Sweater,White Glow,,Tan,Pom Pom Beanie,Asparagus,0.126,0.1413,0.0076,0.0341,0.0175,0.6672,0.0256
Okay Bear #403,Cream,,Interested,,Andean,,Wry,0.1326,0.0377,0.0922,0.0671,0.1965,0.6672,0.2698
Okay Bear #4030,Cream,,Okay,,Ginger,Flat Hat,Okay,0.1326,0.0606,0.2305,0.2023,0.1965,0.6672,0.029
Okay Bear #4031,Blue,Striped Tee,Okay,,Lofi,,Wry,0.1252,0.0196,0.0922,0.2023,0.0357,0.6672,0.2698
Okay Bear #4032,Blue,Sleeveless Tee,Spirited,,Polar,Black Bucket Hat,Okay,0.1252,0.0641,0.2305,0.062,0.0286,0.6672,0.0412
Okay Bear #4033,Purple,Camel Coat,Okay,Barrel Sunglasses,Dark Brown,Visor,Clean Smile,0.1187,0.1268,0.0797,0.2023,0.0116,0.0211,0.0309
Okay Bear #4034,Purple,Leather Jacket,Defeated,,Albino,Earrings,Pouting,0.1187,0.0456,0.1231,0.0526,0.013,0.6672,0.0266
Okay Bear #4035,Blue,Hoodie with Headphones,Sarcastic,,Andean,Earrings,Proud,0.1252,0.0377,0.0528,0.0965,0.0227,0.6672,0.0266
Okay Bear #4036,Green,Vintage Shirt,Okay,,Black,,Okay,0.126,0.0495,0.2305,0.2023,0.0275,0.6672,0.2698
Okay Bear #4037,White,,Disappointed,Wayfarer Sunglasses,Tan,Okay Beanie,Clean Smile,0.1265,0.1413,0.0797,0.094,0.1965,0.0438,0.0301
Okay Bear #4038,Yellow,Vintage Shirt,Defeated,,Panda,Pencil,Clean Smile,0.1222,0.039,0.0797,0.0526,0.0275,0.6672,0.0379
Okay Bear #4039,Yellow,Urban Hoodie,Annoyed,,Panda,Baker Boy Hat,Okay,0.1222,0.039,0.2305,0.1309,0.012,0.6672,0.0214
Okay Bear #404,Cream,,Okay,,Grizzly,Flat Hat,Wry,0.1326,0.144,0.0922,0.2023,0.1965,0.6672,0.029
Okay Bear #4040,Green,,Defeated,,Sand,Skate Cap,Beaming Smile,0.126,0.0818,0.0233,0.0526,0.1965,0.6672,0.0551
Okay Bear #4041,White,Black Tee,Happy,,Tan,Worn Out Beanie,Hmm,0.1265,0.1413,0.0302,0.0788,0.0383,0.6672,0.026
Okay Bear #4042,Grey,Hooded Cardigan,Happy,Wayfarer Sunglasses,Dark Brown,Pencil,Pouting,0.1261,0.1268,0.1231,0.0788,0.0161,0.0438,0.0379
Okay Bear #4043,Blue,Golf Polo,Interested,Wayfarer Sunglasses,Dark Brown,Sticky Note,Clean Smile,0.1252,0.1268,0.0797,0.0671,0.02,0.0438,0.023
Okay Bear #4044,Yellow,Double Jacket,Happy,,Pink,Sweatband,Clean Smile,0.1222,0.0426,0.0797,0.0788,0.0251,0.6672,0.0352
Okay Bear #4045,White,Denim Jacket,Tired,,Polar,Baker Boy Hat,Proud,0.1265,0.0641,0.0528,0.0454,0.0091,0.6672,0.0214
Okay Bear #4046,Green,Striped Tee,Okay,,Tan,Pom Pom Beanie,Clean Smile,0.126,0.1413,0.0797,0.2023,0.0357,0.6672,0.0256
Okay Bear #4047,Warm Grey,Travel Coat,Okay,Wayfarer Sunglasses,Sun,,Okay,0.1227,0.0259,0.2305,0.2023,0.0101,0.0438,0.2698
Okay Bear #4048,Grey,Hawaiian Shirt,Okay,,Black,Okay Beanie,Pouting,0.1261,0.0495,0.1231,0.2023,0.0178,0.6672,0.0301
Okay Bear #4049,Cream,Golf Polo,Disappointed,,Pink,Worn Out Cap,Hmm,0.1326,0.0426,0.0302,0.094,0.02,0.6672,0.0279
Okay Bear #405,Purple,Double Jacket,Okay,,Tan,Sweatband,Gah,0.1187,0.1413,0.0426,0.2023,0.0251,0.6672,0.0352
Okay Bear #4050,Purple,Winter Scarf,Sarcastic,Wayfarer Sunglasses,Grizzly,Okay Beanie,Wry,0.1187,0.144,0.0922,0.0965,0.006,0.0438,0.0301
Okay Bear #4051,Yellow,Black Tee,Okay,,Grizzly,Beret,Grimace,0.1222,0.144,0.0099,0.2023,0.0383,0.6672,0.0292
Okay Bear #4052,White,,Tired,,Panda,,Wry,0.1265,0.039,0.0922,0.0454,0.1965,0.6672,0.2698
Okay Bear #4053,Cream,Urban Hoodie,Annoyed,,Albino,Earrings,Beaming Smile,0.1326,0.0456,0.0233,0.1309,0.012,0.6672,0.0266
Okay Bear #4054,Yellow,,Interested,Clear Glasses,Grizzly,Earrings,Wry,0.1222,0.144,0.0922,0.0671,0.1965,0.0407,0.0266
Okay Bear #4055,Warm Grey,Golf Polo,Happy,,Dark Brown,Runner Cap,Okay,0.1227,0.1268,0.2305,0.0788,0.02,0.6672,0.0339
Okay Bear #4056,Blue,,Happy,Flying Goggles,Dark Brown,,Bubble Gum,0.1252,0.1268,0.0101,0.0788,0.1965,0.0183,0.2698
Okay Bear #4057,Green,Okay Tee,Okay,,Albino,Bandana,Wry,0.126,0.0456,0.0922,0.2023,0.0273,0.6672,0.0424
Okay Bear #4058,Grey,,Sad,,Grizzly,Sticky Note,Ohh,0.1261,0.144,0.0243,0.0507,0.1965,0.6672,0.023
Okay Bear #4059,Grey,Striped Tee,Okay,Round Glasses,Albino,,Pouting,0.1261,0.0456,0.1231,0.2023,0.0357,0.0374,0.2698
Okay Bear #406,Purple,Travel Coat,Okay,,Pink,,Sneer,0.1187,0.0426,0.0211,0.2023,0.0101,0.6672,0.2698
Okay Bear #4060,Yellow,,Okay,,Grizzly,Backwards Flat Cap,Hmm,0.1222,0.144,0.0302,0.2023,0.1965,0.6672,0.0303
Okay Bear #4061,Cream,,Okay,Aviator Sunglasses,Sand,Classic Cap,Wry,0.1326,0.0818,0.0922,0.2023,0.1965,0.0409,0.0337
Okay Bear #4062,Green,,Okay,Circle Sunglasses,Grizzly,,Proud,0.126,0.144,0.0528,0.2023,0.1965,0.0282,0.2698
Okay Bear #4063,Cream,Olive Windbreaker,Tired,,Tan,Head Cam,Pouting,0.1326,0.1413,0.1231,0.0454,0.0256,0.6672,0.0146
Okay Bear #4064,Cream,Faded Denim Jacket,Okay,,Lofi,Pencil,Proud,0.1326,0.0196,0.0528,0.2023,0.0193,0.6672,0.0379
